DB군|식품대분류|식품명
가공식품|가공유|라이언 멜로우 피넛
가공식품|가공유|서울우유 검은콩
가공식품|가공유|부산우유 쵸코우유
가공식품|가공유|푸르밀 쉑쉑밀크
가공식품|가공유|저지방 우유
가공식품|가공유|덴마크 바나나 우유
가공식품|가공유|연세바나나우유
가공식품|가공유|서울우유 바나나밀크
가공식품|가공유|파스퇴르 바른목장바나나우유(팩)
가공식품|가공유|깜부의 달콤 초코우유
가공식품|가공유|화이트 초코에몽
가공식품|가공유|아인슈타인 초코우유
가공식품|가공유|파스퇴르우유 바나나
가공식품|가공유|후디스 초유 플러스 저지방 우유
가공식품|가공유|연세시리얼우유
가공식품|가공유|부산우유 바나나우유
가공식품|가공유|키드우유
가공식품|가공유|프리미엄 골드 키즈
가공식품|가공유|스타벅스 그린 티 라떼
가공식품|가공유|메로나 보틀 딸기
가공식품|가공유|카라멜 슈크림우유
가공식품|가공유|졸리의 살콤 딸기우유
가공식품|가공유|바나나라떼
가공식품|가공유|연세대학교 무지방 고칼슘 우유 단백질
가공식품|가공유|현미100우유
가공식품|가공유|딸기우유
가공식품|가공유|딸기라떼
가공식품|가공유|굿밀크 초코우유
가공식품|가공유|ROYAL MILK TEA oriinal old/오리지널 골드
가공식품|가공유|제주 녹차 라떼
가공식품|가공유|미숫가루우유
가공식품|가공유|건국 헬스플러스 무지방&칼슘
가공식품|가공유|헛개초코밀크
가공식품|가공유|건강한 귀리우유
가공식품|가공유|파스퇴르 바른목장 프리바이오틱스우유(팩)
가공식품|가공유|굿밀크 딸기우유
가공식품|가공유|비타 초코 우유
가공식품|가공유|파스퇴르우유 딸기
가공식품|가공유|덴마크 쇼콜라띠에 베리퐁듀
가공식품|가공유|굿밀크 바나나우유
가공식품|가공유|연세대학교 바나나퐁당
가공식품|가공유|건강한 딸기딸기 우유
가공식품|가공유|연세 바나나우유(멸균)
가공식품|가공유|초콜렛우유
가공식품|가공유|리얼 라떼
가공식품|가공유|밀큐어 초코타르트향우유
가공식품|가공유|하루우유 바나나 미니
가공식품|가공유|바바파파 바나나우유
가공식품|가공유|이슬담은 산양우유
가공식품|가공유|검은콩 시리얼 우유
가공식품|가공유|옐로우카페 바나나티라미수 / 냉장
가공식품|가공유|바바파파 초코우유
가공식품|가공유|밀크티에 딸기를 넣어봄
가공식품|가공유|덴마크 츄썸 복숭아
가공식품|가공유|옳은 유기농딸기우유
가공식품|가공유|덴마크 츄썸 키위
가공식품|가공유|유어스 단호박우유
가공식품|가공유|건강한 사탕수수 우유
가공식품|가공유|얼려먹으니 더 좋은 바나나우유
가공식품|가공유|얼려먹으니 더 좋은 초코우유
가공식품|가공유|밀크티에 초코를 넣어봄
가공식품|가공유|얼려먹으니 더 좋은 수박우유
가공식품|가공유|연세 커피 우유
가공식품|가공유|덴마크 츄썸 바나나
가공식품|가공유|바바파파 딸기우유
가공식품|가공유|유어스 말차우유
가공식품|가공유|신묘한 초코라떼
가공식품|가공유|남양 내가 아는 그 고급진 생초콜릿 드링크
가공식품|가공유|초코라떼
가공식품|가공유|UYLIAN 오리지널
가공식품|가공유|어른우유 검은콩미숫가루
가공식품|가공유|오트밀크
가공식품|가공유|옳은 유기농바나나우유
가공식품|가공유|사과 우유
가공식품|가공유|알밤라떼
가공식품|가공유|미키 초코우유 / 냉장
가공식품|가공유|고구마라떼
가공식품|가공유|말랑카우 라떼
가공식품|가공유|초코열매우유
가공식품|가공유|ROYAL MILK TEA oriinal dark/오리지널 다크
가공식품|가공유|기묘한 딸기코코넛
가공식품|가공유|갈아만든 아몬드우유
가공식품|가공유|미니언즈 초코우유
가공식품|가공유|미니 딸기우유 / 냉장
가공식품|가공유|딸기열매우유
가공식품|가공유|정말 초코우유
가공식품|가공유|수박우유
가공식품|가공유|열대열매우유
가공식품|가공유|정말 딸기우유
가공식품|가공유|달밤라떼
가공식품|가공유|정말 바나나우유
가공식품|가공유|어른우유 믹스너츠
가공식품|가공유|위드맘 첫우유(팩)
가공식품|가공유|ROYAL MILK TEA earl rey blendin/얼그레이 블랜딩
가공식품|가공유|마시는초콜릿
가공식품|가공유|마시는초콜릿 박스
가공식품|가공유|마시는초콜릿 24입
가공식품|가공유|데미생 홍삼우유*220ml
가공식품|가공유|딸기우유
가공식품|가공유|딸기우유 24입
가공식품|가공유|바나나우유
가공식품|가공유|바나나우유 24입
가공식품|가공유|아침&딸기 우유 200㎖
가공식품|가공유|뚜레쥬르가 만든 신선한 딸기우유
가공식품|가공유|뚜레쥬르가 만든 신선한 초코우유
가공식품|가공유|건국 고칼슘우유 아카데미
가공식품|가공유|건국 다크초코렛 우유
가공식품|가공유|건국 딸기과즙 우유
가공식품|가공유|건국 아이밀크 꼬끼우
가공식품|가공유|건국 오메가 수(秀)
가공식품|가공유|건국 카페라떼 마일드커피
가공식품|가공유|건국 헬스플러스 무지방&칼슘
가공식품|가공유|건국 헬스플러스 저지방&칼슘
가공식품|가공유|검은콩과 선식우유
가공식품|가공유|달콤하고 부드러운 딸기우유
가공식품|가공유|달콤하고 부드러운 초코우유
가공식품|가공유|달콤하고 부드러운 커피우유
가공식품|가공유|딸기우유
가공식품|가공유|롯데슈퍼만의 고칼슘우유
가공식품|가공유|롯데슈퍼만의 저지방우유
가공식품|가공유|부드러운 초콜릿우유
가공식품|가공유|부드럽고 맛있는 딸기우유
가공식품|가공유|부드럽고 맛있는 초코우유
가공식품|가공유|부드럽고 맛있는 커피우유
가공식품|가공유|초코우유
가공식품|가공유|칼슘이 풍부한 저지방우유
가공식품|가공유|활기찬 우유
가공식품|가공유|후토스 우유
가공식품|가공유|건국 오메가 수
가공식품|가공유|건국 딸기과즙 우유
가공식품|가공유|검은콩과 선식우유
가공식품|가공유|건국 다크초코렛 우유
가공식품|가공유|저지방 우유
가공식품|가공유|깜부의 달콤 초코우유
가공식품|가공유|졸리의 살콤 딸기우유
가공식품|가공유|건국 고칼슘우유 아카데미
가공식품|가공유|건국 오메가 수
가공식품|가공유|건국 아이밀크 꼬끼우
가공식품|가공유|건국 헬스플러스 저지방&칼슘
가공식품|가공유|유산균 우유
가공식품|가공유|검은콩과 선식우유
가공식품|가공유|건국 다크초코렛 우유
가공식품|가공유|저지방 우유
가공식품|가공유|깜부의 달콤 초코우유
가공식품|가공유|졸리의 살콤 딸기우유
가공식품|가공유|건국 헬스플러스 무지방&칼슘
가공식품|가공유|웨슬리 쵸코렛드링크
가공식품|가공유|글루코사민 우유
가공식품|가공유|깜유
가공식품|가공유|남양 프렌치카페 더블샷 라떼
가공식품|가공유|남양 VIP 비타민 우유
가공식품|가공유|남양 더블샷 라떼
가공식품|가공유|남양 더블샷 모카
가공식품|가공유|남양 맛있는 우유 딸기
가공식품|가공유|남양 맛있는우유 GT 무지방
가공식품|가공유|남양 칼로리를 뺀 진짜 바나나과즙 우유
가공식품|가공유|남양 민트초코 라떼
가공식품|가공유|논산딸기가 든 1등급 우유
가공식품|가공유|다방커피 우유 
가공식품|가공유|딸기에몽
가공식품|가공유|마끼아또 커피가 든 1등급우유
가공식품|가공유|맛있는우유 쵸코
가공식품|가공유|맛있는우유 커피
가공식품|가공유|맛있는우유GT 저지방로우
가공식품|가공유|모카치노 커피가 든 1등급 우유
가공식품|가공유|벨기에 초콜렛이 든 1등급우유
가공식품|가공유|신선한 딸기우유 
가공식품|가공유|신선한 초코우유 
가공식품|가공유|신선한 커피우유 
가공식품|가공유|아인슈타인 Kids
가공식품|가공유|아인슈타인 베이비 프리미엄
가공식품|가공유|앞선아이
가공식품|가공유|초코에몽
가공식품|가공유|치키타 바나나가 든 1등급우유
가공식품|가공유|카와 모카 리치 에스프레소
가공식품|가공유|카와 스모키 리치 라떼
가공식품|가공유|카와 에스프레소 리치 라떼
가공식품|가공유|프렌치카페 모카초코
가공식품|가공유|프렌치카페 아몬드모카
가공식품|가공유|프렌치카페 에스프레소 골드
가공식품|가공유|프렌치카페 화이트 초코모카
가공식품|가공유|딸기맛 우유, 3.4 
가공식품|가공유|3.4쵸코우유
가공식품|가공유|3.4커피우유
가공식품|가공유|딸기맛우유
가공식품|가공유|바나나맛 우유
가공식품|가공유|남양 아인슈타인
가공식품|가공유|초코에몽
가공식품|가공유|남양 맛있는우유 쵸코
가공식품|가공유|아인슈타인 Kids
가공식품|가공유|아침의 선물 아인슈타인 베이비
가공식품|가공유|내가 아는 그 고급진 생초콜릿 드링크
가공식품|가공유|딸기에몽
가공식품|가공유|무지방 고칼슘 맛있는 우유 T
가공식품|가공유|남양 쿠키&크림에몽
가공식품|가공유|아인슈타인 딸기우유
가공식품|가공유|옳은 유기농딸기우유
가공식품|가공유|남양 내가 아는 그 고급진 생초콜릿 드링크
가공식품|가공유|더 진한 초코 우유
가공식품|가공유|네스퀵초콜릿맛드링크
가공식품|가공유|덴마크 초코초코 우유
가공식품|가공유|덴마크 딸기딸기 우유
가공식품|가공유|더 진한 바나나 우유
가공식품|가공유|소와 나무 우유
가공식품|가공유|덴마크 모닝시리얼 우유
가공식품|가공유|소와나무 딸기우유
가공식품|가공유|덴마크 민트초코우유
가공식품|가공유|소와나무 쵸코렛 우유
가공식품|가공유|덴마크 바나바나 우유
가공식품|가공유|덴마크 바나나 우유
가공식품|가공유|건강한 딸기딸기 우유
가공식품|가공유|내추럴플랜 클래식 저지방
가공식품|가공유|내추럴플랜 키즈
가공식품|가공유|우유2U 뼈건강 오메가3
가공식품|가공유|내추럴플랜 검은콩
가공식품|가공유|소화가 잘 되는 유산균우유
가공식품|가공유|우유2U 저지방
가공식품|가공유|우유2U 웰바디
가공식품|가공유|내추럴플랜 딸기 우유
가공식품|가공유|내추럴플랜 바나나 우유
가공식품|가공유|내추럴플랜 초코 우유
가공식품|가공유|키드우유
가공식품|가공유|바나나라떼
가공식품|가공유|미숫가루우유
가공식품|가공유|하루우유 바나나 미니
가공식품|가공유|검은콩 시리얼 우유
가공식품|가공유|얼려먹으니 더 좋은 바나나우유
가공식품|가공유|얼려먹으니 더 좋은 초코우유
가공식품|가공유|얼려먹으니 더 좋은 수박우유
가공식품|가공유|초코라떼
가공식품|가공유|사과 우유
가공식품|가공유|알밤라떼
가공식품|가공유|고구마라떼
가공식품|가공유|수박우유
가공식품|가공유|달밤라떼
가공식품|가공유|내추럴플랜 연남방앗간 참깨라떼
가공식품|가공유|내추럴플랜 연남방앗간 딸기라떼
가공식품|가공유|달고나라떼
가공식품|가공유|흑당라떼
가공식품|가공유|딸기우유(군납)
가공식품|가공유|고칼슘초코딸기라떼
가공식품|가공유|하루우유 저지방 180
가공식품|가공유|벚꽃라떼
가공식품|가공유|딸바라떼
가공식품|가공유|시원해유 수박우유
가공식품|가공유|대관령 저지방 밸런스
가공식품|가공유|바나나홀릭
가공식품|가공유|아침&딸기우유
가공식품|가공유|아침&바나나우유
가공식품|가공유|아침&저지방우유
